"","ID","R1","R2","R3","R4","R5","R6","R7","R8","R9","M1","M2","M3","M4","M5","M6","M7","M8","M9","S2","S3","S4","S5","S6","S7","S8","S9","T1","T2","T3","T4","T5","T6","T7","T8","T9","SEX","RACE","LOCALE","INCOME","SCHOOL_TYPE","Approach_to_Learning","Self_control","Interpersonal","External_prob_Behavior","Internal_prob_Behavior","Attention_focus","Inhibitory_Ctrl","EDU"
"7052","10007053",41.0404,59.1381,70.8635,94.6649,99.3844,110.0702,121.8411,126.0716,134.4765,26.583,45.2798,51.2327,55.9367,73.7546,74.9455,105.2528,120.9703,133.2572,30.0793,32.3517,37.2835,43.7651,50.9784,60.4639,63.5033,71.6207,64.24,69.8,76.9,81.73,87.98,93.86,106.13,118.19,131.08,1,1,2,18,1,2.5714,3.6667,2.6,1,1.5,4.8333,5.1667,8
"7071","10007072",41.0249,63.9382,67.5514,75.9843,77.3056,98.6464,96.0346,116.8917,120.813,26.2038,36.012,43.4488,58.9386,66.3898,75.7106,98.356,99.1267,104.4393,27.4069,33.3202,42.8836,45.689,48.65,53.3686,61.0492,67.2006,65.36,71.97,77.29,83.7,89.46,96.39,107.67,118.72,132.62,2,1,3,15,1,2.2857,3,2.8,1.6,1.5,3.3333,4,5
"7109","10007110",53.8796,69.9336,77.3866,110.1468,122.0517,140.2677,143.8468,138.8424,158.527,31.5919,48.3337,66.0358,79.9224,96.5684,110.7065,118.0848,130.1327,146.569,47.2633,54.9903,58.0137,69.182,74.6524,80.3577,86.0431,89.9518,57.76,64.18,69.53,75.45,83.11,88.37,99.72,111.62,123.72,1,8,2,16,2,3,2.75,2.6,1,1.5,3.3333,5.8,8
"7127","10007128",50.3012,67.4979,85.7588,102.9071,126.4384,137.9394,148.0038,149.6124,157.6835,55.6631,68.8276,84.1933,100.419,108.8993,115.7723,134.5646,140.9788,147.7025,50.3779,54.7286,57.503,66.6441,81.8817,81.0176,87.7289,89.4521,67,72.99,81.27,86.96,91.92,98.6,110.33,122.3,134.3,1,8,2,17,2,3.1429,3,3.2,1.8,1.5,5.6667,5,8
"7200","10007201",53.7907,62.5577,74.2494,92.042,107.6584,113.1957,130.7706,130.2244,140.3041,37.6306,53.1127,55.3638,71.9514,85.1783,89.7983,109.5176,114.3882,127.417,44.5657,47.853,52.047,54.9753,61.4563,65.6353,72.0627,84.8568,70.19,76.41,82.39,87.68,93.9,100.31,112.08,123.12,137.1,2,5,2,17,1,2.5714,2.25,2,2.6,2,2.5,2.75,6
"7263","10007264",61.3055,70.9902,75.981,93.2614,95.564,117.3725,121.9084,125.2589,133.7515,50.5798,66.7824,74.7513,77.0355,90.9789,100.5975,121.1369,125.6546,119.9231,24.7574,28.7128,36.8745,38.4415,54.231,63.3344,59.8654,78.8481,69.96,75.55,79.89,86.93,92.22,98.66,110.99,123.88,135.88,2,3,1,17,1,4,4,4,1.4,1.25,6.6667,6.8333,2
"7270","10007271",42.4122,61.7877,71.2721,91.3907,106.0114,129.9487,134.7903,126.8665,145.8913,20.2012,38.1213,53.061,66.545,70.8364,97.0019,107.4761,113.8899,117.3713,29.429,31.1427,47.7118,43.7621,51.0496,63.2336,70.5677,69.8254,68.02,73.58,79.63,86.04,90.74,98.83,109.51,120.49,134.5,2,1,1,15,1,1.5714,1.75,1.4,4,2.75,1.5,2.1667,3
"7304","10007305",48.5056,64.0703,72.7912,90.0483,102.8046,109.4536,131.7832,130.2244,131.7515,31.7538,50.0124,55.8839,67.7593,75.834,88.6776,110.875,117.7904,130.7684,36.6116,36.758,45.6952,55.1817,55.6933,49.7033,69.864,76.3437,64.9,71.31,77.16,82.85,88.37,94.75,105.14,118.06,131.11,1,1,4,16,1,2.5714,3.25,3.2,1.2,1,4.1667,4.8333,8
"7362","10007363",52.5208,62.605,69.3542,90.0312,105.9215,106.6854,110.9902,124.5818,134.2828,31.1977,54.2845,60.1072,75.7846,89.947,102.9894,104.3047,129.2215,130.3481,22.8646,24.9593,36.9396,35.8809,43.4108,60.4848,64.1605,74.8376,66.71,72,77.75,83.93,89.26,96.56,108.49,120.53,132.49,1,1,2,10,1,4,4,4,1,1,6.5,6.8,5
"7387","10007388",44.866,63.4551,93.4782,94.8309,113.0676,126.219,122.4548,140.1778,153.1271,29.7495,38.6176,49.7201,63.0259,66.8406,88.1862,94.0163,110.846,127.8351,28.4389,38.1722,41.3703,46.1204,48.952,75.098,74.3488,78.7623,63.52,69.01,76.14,81.01,87.16,93.14,105.37,117.44,130.32,1,1,2,17,1,1.7143,2.3333,2.4,1.6,1.75,1.8333,4,6
"7393","10007394",53.0681,69.0759,80.0132,98.6269,104.2854,118.9725,122.0114,122.8813,148.7397,37.0983,59.3607,63.5733,78.3627,76.2462,90.1533,100.4785,114.9502,117.8245,32.7494,36.7984,44.1448,46.7938,50.5687,52.2886,63.2667,70.1759,72.99,79.2,84.72,91.73,97.74,103.5,116.02,128.05,139.1,2,3,1,17,2,3.7143,3.5,3.6,1,1,4.3333,6,6
"7424","10007425",69.6482,77.4373,96.4841,98.4715,109.2469,118.4102,124.3537,133.8915,147.3909,61.7118,82.4207,79.2634,91.7102,104.3305,106.6577,111.4006,130.1535,138.8389,33.4326,33.426,51.7006,46.9307,55.3059,47.0591,77.8176,71.1725,72.69,78.87,84.13,89.62,96.07,102.05,113.42,126.41,138.31,2,1,2,18,1,3.2857,3,2.8,1.4,1.25,3.1667,5,8
"7496","10007497",51.672,64.6118,63.6821,85.5878,95.6153,123.6217,95.8131,119.0189,133.3142,26.019,41.3397,41.7322,52.8308,67.7835,83.0933,92.3419,96.2982,109.3941,33.03,35.5591,43.5197,41.8537,55.8223,58.5921,73.2326,74.4692,66.05,70.95,77.19,83.84,89.52,95.77,106.72,118.68,130.72,1,1,4,8,1,2.7143,3.6667,2.8,1.2,1.25,4.5,5.2,3
"7515","10007516",70.8867,99.4384,107.326,123.6728,116.8745,132.2803,139.6143,150.3674,150.6548,64.1262,69.7956,87.7089,101.4538,96.2118,116.2711,129.4689,133.061,143.0502,36.6043,53.1295,53.3564,59.6931,69.2154,68.2338,73.1569,87.7512,68.05,74.47,81.11,86.96,93.11,98.89,110.43,120.49,132.49,1,3,2,17,1,3.5714,3.5,4,1.4,1.25,5.8333,4.5,6
"7520","10007521",64.6001,87.8914,103.1533,125.2543,125.7851,132.9208,135.9667,143.7907,154.7175,41.7386,52.381,54.5315,81.7414,71.6126,105.2325,118.2069,118.1088,139.9354,35.1906,46.097,59.8678,62.1176,62.6875,68.5551,73.323,87.8972,71.57,77.52,82.39,90.35,94.39,101.88,113.26,125.23,138.15,2,5,4,17,1,2.5714,2.25,2.8,2.4,1.5,3.1667,2.8333,8
"7552","10007554",51.6965,67.9816,72.4812,92.1217,100.5569,114.7166,125.9509,114.1198,127.5402,31.0346,51.8558,53.4849,71.6412,86.5207,95.5602,94.9935,106.4919,113.7921,28.5301,32.3759,32.3496,48.5278,52.2353,62.1512,73.8265,74.0847,64.01,70.45,75.52,82.39,88.41,94.82,106.22,116.25,130.22,2,3,1,6,1,3.4286,3,2.6,1,1.5,5.8333,5.8333,1
"7594","10007596",46.597,63.4643,62.542,78.9838,82.9742,100.2286,110.6594,115.3172,125.5364,27.5987,42.2991,54.0308,65.8739,55.4116,80.6757,107.544,108.9433,113.6392,36.2279,35.7812,41.9982,40.8309,56.4506,65.8968,67.628,73.0548,64.67,70.19,76.14,82.32,88.64,95.44,105.6,119.54,129.57,1,1,2,17,1,3.4286,3.3333,3.2,1,1.25,5.5,6.5,6
"7610","10007612",53.309,69.9113,82.8714,101.127,117.8825,123.9795,129.8531,124.2029,146.145,32.198,46.4691,58.3319,65.1672,74.3558,79.4603,98.053,101.4964,111.6668,35.3526,35.4451,36.5848,45.6224,54.6578,51.176,64.4619,63.4155,63.06,69.47,75.75,80.71,87.06,93.24,105.9,117.01,127.99,2,1,1,7,1,3.8571,3.5,2.8,1.6,2,6.6667,6.6,5
"7680","10007682",60.6757,77.7603,103.6324,135.6096,137.9728,135.9553,151.7192,152.5825,157.7611,48.8804,54.7432,70.5126,94.6686,96.9617,116.5501,112.7419,118.4689,132.0823,43.1179,62.4547,61.3216,69.0689,77.6051,80.0664,82.605,87.6394,68.35,75.02,80.61,87.45,92.75,98.99,110.79,122.73,135.75,1,1,2,17,1,3.8571,3.75,3.2,1,1.5,4,6.5,8
"7750","10007752",46.3996,72.2385,73.6017,81.2427,89.2233,106.6588,113.5545,114.9022,112.5514,24.0546,34.2586,55.438,48.5828,68.8167,73.8797,77.4677,88.2873,93.6137,25.8918,30.9991,27.3219,34.8037,51.0896,51.3179,62.7635,63.308,66.64,71.84,79.43,83.77,89.75,97.41,108.3,120.26,134.2,2,3,1,7,1,3.4286,3.6667,3.8,1.2,1.25,5.8333,5.6667,5
"7799","10007801",54.0659,69.7094,71.6697,85.7269,88.6392,106.2074,124.3558,130.4115,138.5359,24.0454,41.6427,54.2346,68.8904,71.5725,79.1031,94.0163,114.2399,114.2785,25.5501,42.856,43.3271,53.3091,58.3483,63.4983,74.8603,74.9396,66.18,71.93,77.23,83.64,89.42,95.57,107.34,119.38,131.38,1,3,2,11,1,2.1429,2.75,2.8,1.2,2,2.6667,4.6667,3
"7832","10007834",49.8216,57.1881,61.88,70.9022,69.5774,75.0922,82.2118,101.7526,102.744,25.5813,35.4133,45.0615,56.896,68.9067,66.7481,71.6858,94.3719,109.6221,25.0162,22.8098,26.9843,35.2849,35.9167,40.1001,40.5689,49.1449,65.23,72.1,77.62,83.61,89.16,94.26,106.42,118.49,129.44,2,3,1,3,1,4,4,4,1,1,6.8333,6.8333,1
"7840","10007842",45.8606,73.0914,78.9132,95.7414,93.2795,105.2156,116.8269,126.7961,129.145,36.389,62.5619,76.5925,80.6757,81.3163,102.2458,111.3737,120.7679,126.3721,30.3377,31.655,45.866,38.7572,58.619,64.3236,63.146,78.43,73.81,79.59,84.89,90.84,96.1,103.79,114.54,126.51,138.51,1,3,2,2,1,3.2857,3.75,3.25,1,2,5.8333,6.1667,3
"7872","10007874",65.8779,68.9167,76.9938,88.2641,99.3746,107.5297,113.6905,128.1164,142.3575,53.3081,51.8022,61.8243,77.8582,88.546,100.4758,105.647,121.2717,133.1582,36.4645,47.7085,49.1438,56.8858,62.1094,62.1741,68.6291,83.8181,75.95,80.98,87.19,93.21,99.32,105.07,116.68,128.65,141.6,1,3,1,12,1,4,3.75,3.4,1.2,1,6.6667,6.5,3
"7910","10007912",48.1549,50.8709,86.6253,102.152,98.2147,97.0723,124.5107,128.639,140.2958,23.9215,35.7557,53.9503,61.5819,78.6765,84.3991,101.2663,112.8013,122.7743,30.9247,27.4663,32.7376,33.9178,54.9397,58.3718,74.3813,75.9274,67.13,73.08,79.4,85.25,91.04,96.79,108.36,121.28,133.28,2,2,1,17,1,2.2857,2.75,3,2.2,2,4,2.1667,5
"7940","10007942",54.1768,67.7846,65.3954,78.6882,82.428,101.1069,118.0838,124.1715,137.5184,46.8346,74.7149,70.656,95.2214,98.1574,104.4321,118.4349,126.7037,136.2952,36.127,32.6048,44.0148,49.9086,63.8048,83.3716,76.5185,87.426,69.21,74.7,80.94,87.35,92.81,99.72,109.87,121.87,135.85,1,1,4,16,1,2.7143,2.5,2.6,2,1.5,4.5,4.6667,6
"7965","10007967",56.9021,71.5019,88.6643,115.3346,102.8046,107.2618,114.1033,143.0779,150.0167,45.0435,55.9463,57.6596,68.3791,73.3396,75.5905,95.7575,116.2433,121.4976,40.9979,35.9417,50.2991,48.6202,51.6425,61.427,69.6711,73.397,66.51,71.61,77.29,83.21,89.49,95.67,107.28,118.26,130.26,1,1,4,6,1,3,3,2.6,1,1,5,5,5
"7979","10007981",52.902,67.4446,70.2979,87.4677,99.8375,109.4427,111.3114,128.3585,132.8389,23.9525,39.0155,49.1897,64.9425,74.9272,79.1947,105.1254,105.5867,126.1138,32.8102,38.9344,41.7929,36.9987,49.929,59.985,72.4819,82.6078,62.17,68.58,73.87,80.81,86.56,92.94,104.75,116.81,127.79,2,1,2,4,1,3.2857,2.75,2.6,1,1,5.5,5.2,5
"8097","10008099",54.9671,90.7894,117.2989,129.6034,129.6583,133.6437,142.2547,147.4377,148.8337,34.4547,59.6017,60.1986,79.7239,80.3045,93.3443,103.3852,118.9803,115.1891,33.0354,47.0312,55.009,53.8534,62.7246,70.3065,83.5722,80.5243,64.7,70.45,76.93,83.05,88.83,95.28,106.52,118.52,130.55,2,1,2,10,1,3.2857,3.75,3,1,1,4.6667,6.8,5
"8136","10008138",54.039,71.4621,69.9286,96.5692,104.9953,116.4732,115.8848,136.8921,125.7823,34.0235,59.5648,65.8086,65.7044,81.7448,83.8575,108.5753,125.2217,123.7586,36.3086,43.0144,49.4489,51.9956,51.5722,55.6211,64.9742,62.4971,70.29,75.85,81.3,87.48,92.81,99.45,112.04,124.04,136.04,1,3,2,17,1,3.5714,3.75,3.8,1,1,5.6667,5.5,8
"8175","10008177",54.5446,64.0874,63.0162,71.955,78.945,93.7911,112.6806,122.6334,117.1298,34.3728,46.6121,58.4589,60.1838,65.2708,66.5845,80.99,105.0001,109.7893,24.0941,34.1917,45.7122,33.268,40.502,57.4692,62.1004,78.9002,74.14,79.92,85.25,91.13,96.43,104.02,114.87,126.84,138.84,1,3,2,5,1,3.8571,4,3.8,1.2,1.5,5,6.1667,1
"8178","10008180",108.3746,110.0483,107.4385,123.9511,133.6541,146.4215,144.5755,152.9663,157.3428,60.7036,54.7932,83.6006,84.2252,88.6663,107.3068,109.5448,128.9716,134.2833,42.8299,52.7542,61.892,60.8516,68.055,77.0924,79.3271,89.356,70.09,75.32,81.11,87.29,92.65,99.25,111.85,123.85,135.85,2,1,2,15,1,4,4,4,1,1,6.5,6.8,7
"8281","10008283",52.3599,66.1506,70.4216,81.2834,92.2193,110.2124,120.2833,120.3925,129.0411,37.1292,57.8591,49.4995,68.0577,70.3053,90.1571,103.8457,109.7809,110.1833,36.2387,40.886,47.6551,45.0855,46.7938,54.4425,66.7146,73.6316,71.97,79.36,83.9,90.81,96.39,103.2,115.46,126.58,138.58,2,8,4,13,1,3.5714,3.3333,3.6,2,1,5.6667,5.6667,3
"8321","10008323",52.4831,69.3735,78.6602,96.1071,103.323,110.2617,115.525,128.2478,130.4778,35.0082,49.4995,55.5074,75.1708,81.3129,104.2248,115.2094,123.1921,122.3382,35.2838,41.5649,40.3359,44.4646,52.7182,67.5741,62.0775,75.3802,63.75,69.3,75.75,81.9,86.99,93.86,105.67,116.68,129.76,1,3,1,5,1,4,4,4,1,1,5.3333,6,1
"8339","10008341",57.1255,84.7044,110.3439,109.7588,107.9056,137.7958,150.3299,149.3138,152.3458,25.3702,43.0812,58.5591,76.6583,76.3146,103.3917,128.1369,119.5985,123.1074,39.0796,51.1314,52.0896,54.0115,69.8469,76.5883,80.3786,87.1161,61.28,67.69,72.85,79.63,85.15,91.5,104.88,114.9,126.9,1,1,2,15,2,2.4286,2.25,2.6,2.8,2,5.8333,4.8333,7
"8357","10008359",54.6886,56.6639,69.5189,82.4091,98.147,109.8189,118.1194,117.8995,129.8126,35.9529,44.5297,54.679,64.7879,74.1068,79.7603,92.8123,114.3496,104.5087,20.3003,21.1499,36.3146,27.9222,44.3893,53.6144,58.4857,71.9963,80.81,85.91,92.35,98.99,104.05,110.07,121.71,133.78,145.71,1,3,1,4,1,3.8333,4,3.6,1.4,1,5.8333,6.25,1
"8400","10008402",64.0363,68.1253,82.3035,117.7408,112.3618,124.1384,133.7458,142.0747,153.1262,51.1329,56.8935,68.6152,100.7232,109.2312,114.9008,124.999,129.5335,134.7408,43.2626,48.2547,56.4544,59.0239,73.2087,77.1884,85.5064,85.874,66.15,71.11,77.33,83.87,89.65,95.9,106.82,118.78,130.82,1,1,4,17,1,2.1429,2.5,2.6,2.2,1.75,3.5,3.6667,3
"8472","10008474",46.3055,46.3035,56.4507,61.2876,63.3326,66.2493,91.0093,98.0258,104.0544,21.8393,21.3236,30.5818,45.722,40.3126,41.1796,55.1827,69.6899,80.4218,27.3003,29.3735,37.126,32.9655,52.2603,49.7346,45.0772,47.2002,69.57,73.25,80.61,87.06,90.51,98.14,110.07,122.07,133.18,1,1,1,5,1,2.1429,2.5,2.4,2,1,3,4.3333,3
"8576","10008578",60.23,103.1431,111.902,127.2686,137.8053,131.7627,142.9853,153.2918,151.9796,41.0538,77.5169,86.495,100.2933,87.2713,117.854,117.0501,122.0457,134.5988,38.8209,40.5088,45.5961,49.1104,54.5796,63.442,79.7056,86.4878,66.84,75.06,80.98,85.87,91.56,97.74,109.61,121.51,133.51,2,1,1,15,2,3.1429,3.75,4,1,1.5,5.5,6,8
"8639","10008641",55.0664,76.9938,99.1344,115.1209,106.4355,112.0293,133.2078,133.565,148.3115,44.8234,60.9817,78.237,87.024,100.6259,117.7072,120.758,126.4187,126.5797,46.5435,48.5872,50.7791,52.65,63.8546,73.8019,77.1018,83.5859,70.39,75.65,83.31,88.11,93.37,100.93,112.77,123.85,136.8,1,7,2,17,1,3.7143,3.25,3.2,1.8,1.75,4.8333,6.25,8
"8743","10008745",60.078,77.8082,84.9555,104.8278,116.4055,123.4171,120.813,127.7607,147.3643,38.6233,46.2266,51.8954,71.4268,79.3323,84.0658,91.0197,118.8286,120.9009,40.2409,52.8838,52.9307,58.9126,59.1135,68.725,75.7513,85.9339,67.86,73.15,79.17,86.5,91.86,97.97,110.01,121.12,133.12,2,1,3,10,1,2.8571,2.75,2.6,2,1.25,4.8333,4.4,5
"8866","10008868",66.1569,79.5027,98.9242,106.3824,105.2681,125.8359,127.7792,138.0742,149.4672,50.4689,64.4923,71.0231,86.506,94.379,108.4134,121.4223,120.301,135.1772,26.3222,34.3313,43.3888,46.3165,51.1244,57.8701,73.0103,75.7577,73.78,78.87,85.35,92.42,96.36,104.38,113.82,125.79,138.81,1,5,2,17,1,3.4286,2.75,3.8,1.6,1.25,7,7,8
"8896","10008898",69.1212,99.5073,110.2946,111.7803,132.9313,137.7862,138.1164,150.6053,157.4494,58.6888,82.5415,78.6701,96.0437,109.9875,118.4166,125.7929,130.7646,139.3138,45.4139,54.0834,57.2675,65.6998,73.8899,79.9569,84.0841,89.0292,73.94,80.65,84.69,92.02,97.81,104.88,115.59,128.52,140.58,1,1,2,17,1,3.1429,2.75,2.5,1.2,1,5.8333,5,8
"8935","10008937",44.0022,68.4339,82.3827,94.6281,105.2628,109.7807,97.5199,113.8205,122.938,27.3885,46.4351,56.7413,68.6179,68.2115,73.9812,87.2464,94.9372,109.279,21.9415,21.4451,30.6734,39.5976,42.2673,53.1818,53.431,52.615,63.45,69.4,75.62,81.57,87.52,94.88,105.73,117.73,129.76,2,3,1,4,1,2.7143,3,3,1.8,1.25,3,4.5,3
"8945","10008947",53.6555,64.2454,80.6646,91.8521,123.6615,126.3485,131.8938,143.1355,136.9246,31.4929,50.8735,57.4823,67.3903,71.7645,95.6441,97.3474,123.9491,122.6836,39.743,35.2511,35.2162,43.1807,51.222,58.6939,69.0378,68.9907,69.14,74.86,80.68,85.87,93.5,99.48,111.06,123.02,134.1,1,8,2,17,1,2.8571,3.25,2.6,2,2,3.8333,4.5,8
"8954","10008956",49.7237,68.9404,68.3136,106.4196,108.1857,118.9612,120.3841,122.8456,135.7469,32.3116,52.5167,55.0722,79.139,83.163,91.1603,108.4321,113.4087,121.1607,38.3515,48.5608,43.1778,58.1769,62.5371,72.1821,81.0808,78.8941,71.18,77.16,82.92,89.82,95.61,101.98,114.28,125.33,136.31,1,1,2,17,1,3,3.3333,3.2,1,1.5,4,5.8333,8
"8976","10008978",66.9374,77.5457,86.921,122.9509,137.1387,134.6558,142.4724,143.2262,154.0556,67.3503,84.809,94.28,95.8478,110.7671,103.4567,135.5646,145.0962,147.5769,44.6186,46.4582,65.0959,64.1269,68.3379,83.4741,82.3749,90.0933,70.32,76.11,79.73,87.81,93.76,100.27,111.35,123.42,135.42,2,1,4,17,1,3.4286,2.75,3.2,1.2,1.5,6,6,8
"9031","10009033",53.8489,63.5803,74.3697,88.7187,94.0781,112.4727,130.3934,145.9089,145.8438,32.3998,47.9729,66.6583,91.7413,87.977,103.4649,130.5726,133.4401,132.0805,35.6652,52.7955,47.2152,50.4328,59.7654,66.0998,82.9461,84.3384,63.62,68.35,75.16,81.53,86.93,93.37,105.37,117.34,129.4,2,1,2,17,1,3,2.6667,2.75,2,1,4.6667,5,8
"9099","10009101",55.2802,61.374,64.8074,101.5597,108.2181,128.3722,125.9051,129.5108,144.3407,33.5943,39.9484,43.7431,67.1747,64.9271,85.1423,88.8898,110.2562,113.2616,35.7871,32.854,46.7256,43.6171,50.4638,56.1556,70.1407,70.7867,71.31,75.45,81.24,87.68,92.98,99.68,111.81,123.88,134.86,2,2,4,14,2,4,3.75,4,1,1.25,5.5,6.8333,8
"9123","10009125",46.9116,54.7777,56.2005,81.7931,88.9158,99.5565,97.049,116.0763,107.0447,36.3096,41.0287,42.1265,56.9975,55.3757,72.7638,87.9951,100.5985,108.7184,25.9833,32.8786,34.9071,43.0654,39.7657,42.6138,48.5378,58.7739,68.25,73.64,78.48,85.22,91.1,98.43,109.18,121.25,132.23,1,2,2,6,1,2.7143,2.5,3,2.2,1.5,4.1667,4.6667,8
"9133","10009135",56.434,66.565,76.5271,84.0539,97.373,113.3684,113.0153,130.1619,145.2348,42.2321,53.3128,58.3344,70.2969,72.3097,85.8355,97.6621,96.6654,119.2577,30.2163,31.4162,42.2259,45.6208,51.588,57.8082,65.7157,78.5148,67.86,74.99,80.55,86.5,91.33,97.58,109.58,121.58,135.58,2,3,2,16,2,3.5714,3.3333,3,1,1,5,6.5,8
"9157","10009159",47.4166,60.3511,62.9804,75.5375,82.8981,98.8607,110.7182,119.1448,130.4758,23.9295,30.6219,30.9983,43.5084,44.8436,77.7176,90.7823,104.8574,115.632,25.6626,26.6135,32.914,39.4475,44.5521,49.7385,61.2841,65.88,62.01,67.92,74.2,79.92,85.91,92.35,104.15,115.13,128.05,1,1,2,13,1,1.2857,2.75,1.8,2.2,1.75,1.6667,1.5,5
"9185","10009187",48.0449,66.8854,72.0337,107.5994,101.0468,109.6116,112.8592,112.9146,124.406,21.3455,46.0884,58.7475,66.4687,69.2711,90.0463,98.9477,112.1425,125.3719,19.6309,22.8024,31.4779,52.7488,49.8628,56.5351,56.1241,85.4533,65.19,71.87,77.69,84.49,90.51,95.57,107.11,120.03,133.12,1,3,1,5,1,3.4286,3.75,3.2,1,1,6,5.3333,3
"9270","10009272",59.5308,68.7703,84.0384,102.3147,112.1456,126.6632,124.6571,142.3715,135.0855,54.2441,56.7775,70.2605,87.5529,91.1256,113.8708,121.01,126.7347,134.3249,30.1702,37.8404,44.9664,50.1572,64.3328,68.0588,72.5299,83.0694,69.27,73.45,79.23,85.71,90.97,97.61,109.78,121.81,134.76,2,1,4,17,2,4,4,4,1,1.25,6,7,5
"9383","10009385",48.0469,65.5496,89.5664,102.544,106.271,115.0198,112.6232,129.596,138.9647,34.7466,47.3667,70.4257,85.7267,96.6045,100.6056,124.5295,115.3045,128.1599,22.8018,26.9786,31.701,33.6015,44.5113,47.7446,58.6061,71.084,66.71,72.92,79.13,84.39,91.36,97.05,108.82,120.82,131.87,1,5,1,14,1,4,3.75,4,1.6,1,7,6.5,5
"9422","10009424",44.1359,58.8289,62.5507,81.3056,78.8076,103.287,111.1243,106.3292,129.7013,19.6298,36.9534,44.8009,55.5433,60.8153,78.6571,72.0193,71.6224,98.1069,23.0966,27.2282,29.7616,33.1769,44.9466,39.3287,43.2081,52.4077,64.96,71.64,76.96,83.38,89.13,95.8,107.38,118.39,132.3,2,1,3,13,1,2.5714,2.75,3.4,1.6,1,4.6667,4.5,3
"9435","10009437",48.2722,78.5937,109.3883,128.3278,104.6241,106.2763,117.6023,144.0715,130.0087,40.4089,52.0866,65.3433,87.2528,96.6607,98.8682,102.4337,128.0908,125.9019,25.4348,29.0578,43.4593,48.2219,55.2607,46.971,56.6606,55.5469,63.72,68.81,75.25,81.9,86.96,92.98,104.61,116.68,129.6,1,1,1,4,1,2.4286,2.75,2,1.25,2,2.6667,4.8333,2
"9458","10009460",47.0956,68.3552,74.5453,99.8968,109.8134,117.3159,119.2875,132.6282,148.4605,29.6883,43.2856,59.5771,75.8556,71.2217,89.4675,96.6429,124.827,123.2157,36.4076,37.6324,45.2156,45.3062,58.6586,69.0394,77.4411,87.2163,63.06,69.5,75.02,82.06,87.39,94.75,104.19,117.21,129.21,1,1,1,16,1,2.2857,3.75,2.2,1.2,2.3333,3.1667,4.2,4
"9465","10009467",52.9844,73.5289,75.3139,83.2185,97.1391,115.4527,109.0068,121.6729,104.2634,32.339,40.9973,60.3618,65.6211,68.4198,70.8054,84.7386,89.9467,109.8393,30.1003,36.6737,35.7279,39.8327,39.5963,51.1382,45.9101,46.7661,69.8,76.01,82.22,87.48,94.22,100.7,110.96,122.96,134.96,2,2,1,7,1,2.8571,3,3,2,1.75,3.8333,3.5,6
"9469","10009471",52.9491,70.17,70.9747,86.8845,90.7331,106.9146,114.4445,128.2396,130.051,34.9898,54.1896,59.7125,69.9928,80.7395,87.5121,111.078,121.4738,116.5977,39.4012,33.5949,36.714,44.3142,51.697,55.2615,66.1334,72.2501,77.46,83.01,88.7,93.27,100.83,105.76,117.53,129.53,141.53,2,1,1,12,1,2.5714,2.25,2.6,2,2,3.6667,4.3333,5
"9509","10009511",40.602,42.963,41.7247,58.1936,65.0624,76.4419,98.9993,114.8027,112.6703,17.1791,27.9307,32.6276,50.5359,55.4332,69.4638,95.9738,103.5272,116.9376,33.85,30.1405,39.7911,40.268,50.7878,57.8701,53.9563,73.8183,60.33,65.36,72.76,78.51,84.92,89.79,102.48,114.48,124.54,1,1,1,11,1,1.4286,2,1.6,2.4,1,2.3333,2.6,5
"9622","10009624",54.739,69.3349,75.9939,77.3697,92.7718,108.0133,106.1472,122.8729,108.2676,29.4532,39.1253,53.2374,63.8659,64.1364,89.6346,92.9535,93.4474,102.6798,27.3019,28.6136,34.566,49.1338,50.0158,63.8066,56.0282,68.5265,69.4,75.29,81.24,86.17,92.65,98.43,111.42,122.4,134.4,1,3,1,12,1,3,3,2.5,1.6,1,5,5.8333,5
"9640","10009642",47.2546,55.6585,71.1909,69.5871,78.6987,89.0294,106.9363,124.7638,111.344,31.1671,32.0999,44.1433,59.3287,60.4162,70.5548,89.7948,93.4429,108.2634,28.2333,29.0496,33.5762,35.8334,40.1949,52.5871,66.0797,70.3534,60.49,66.97,71.97,78.38,84,90.31,102.12,114.15,125.16,2,3,2,4,1,2.8571,3.25,3.6,1.2,1.5,5,4.3333,3
"9649","10009651",51.4828,65.2403,67.1271,94.7524,98.1036,102.6717,129.8025,127.119,138.6192,33.0686,46.7369,50.9684,68.0011,64.9296,80.5517,110.4142,118.9085,119.9689,36.264,39.4277,43.5846,47.4741,48.1221,65.3957,72.5778,89.075,72.49,78.25,84.03,89.98,95.8,102.41,113.52,126.41,138.41,2,1,1,6,1,2.8571,2.75,2.4,2.2,2.25,4.1667,3.3333,5
"9658","10009660",48.1173,61.2859,62.2354,79.4098,102.5849,109.8844,108.6386,134.6166,136.7364,49.8766,59.6953,70.4117,84.3742,86.2247,101.6284,121.747,125.8746,133.9683,31.1497,37.1805,37.0493,51.5704,58.8391,55.4906,69.2428,81.0617,70.29,75.55,80.88,86.33,93.6,99.55,110.83,121.84,134.86,1,1,1,5,1,2.4286,3,2.8,1.6,1.25,5.1667,5.1667,3
